index,Date,Day,Student_ID,Student_Name,Course,Course_Code,Instructor,Department,Attendance
1891,2023-04-17,Monday,ST7,Student_7,Mathematics,MATH101,Dr. Smith,Mathematics,S
1892,2023-04-17,Monday,ST18,Student_18,Mathematics,MATH101,Dr. Smith,Mathematics,S
1893,2023-04-17,Monday,ST28,Student_28,Mathematics,MATH101,Dr. Smith,Mathematics,P
1894,2023-04-17,Monday,ST24,Student_24,Mathematics,MATH101,Dr. Smith,Mathematics,D
1895,2023-04-17,Monday,ST1,Student_1,Mathematics,MATH101,Dr. Smith,Mathematics,A
1896,2023-04-17,Monday,ST14,Student_14,Mathematics,MATH101,Dr. Smith,Mathematics,S
1897,2023-04-17,Monday,ST15,Student_15,Mathematics,MATH101,Dr. Smith,Mathematics,P
1898,2023-04-17,Monday,ST22,Student_22,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1899,2023-04-17,Monday,ST27,Student_27,Mathematics,MATH101,Dr. Smith,Mathematics,A
1900,2023-04-17,Monday,ST5,Student_5,Mathematics,MATH101,Dr. Smith,Mathematics,A
1901,2023-04-17,Monday,ST29,Student_29,Mathematics,MATH101,Dr. Smith,Mathematics,P
1902,2023-04-17,Monday,ST17,Student_17,Mathematics,MATH101,Dr. Smith,Mathematics,A
1903,2023-04-17,Monday,ST21,Student_21,Mathematics,MATH101,Dr. Smith,Mathematics,D
1904,2023-04-17,Monday,ST30,Student_30,Mathematics,MATH101,Dr. Smith,Mathematics,O
1905,2023-04-17,Monday,ST6,Student_6,Mathematics,MATH101,Dr. Smith,Mathematics,P
1906,2023-04-17,Monday,ST19,Student_19,Mathematics,MATH101,Dr. Smith,Mathematics,A
1907,2023-04-17,Monday,ST13,Student_13,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1908,2023-04-17,Monday,ST26,Student_26,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1909,2023-04-17,Monday,ST3,Student_3,Mathematics,MATH101,Dr. Smith,Mathematics,S
1910,2023-04-17,Monday,ST25,Student_25,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1911,2023-04-17,Monday,ST23,Student_23,Mathematics,MATH101,Dr. Smith,Mathematics,S
1912,2023-04-17,Monday,ST9,Student_9,Mathematics,MATH101,Dr. Smith,Mathematics,O
1913,2023-04-18,Tuesday,ST8,Student_8,Mathematics,MATH101,Dr. Smith,Mathematics,D
1914,2023-04-18,Tuesday,ST19,Student_19,Mathematics,MATH101,Dr. Smith,Mathematics,O
1915,2023-04-18,Tuesday,ST27,Student_27,Mathematics,MATH101,Dr. Smith,Mathematics,D
1916,2023-04-18,Tuesday,ST9,Student_9,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1917,2023-04-18,Tuesday,ST11,Student_11,Mathematics,MATH101,Dr. Smith,Mathematics,P
1918,2023-04-18,Tuesday,ST28,Student_28,Mathematics,MATH101,Dr. Smith,Mathematics,P
1919,2023-04-18,Tuesday,ST20,Student_20,Mathematics,MATH101,Dr. Smith,Mathematics,O
1920,2023-04-18,Tuesday,ST1,Student_1,Mathematics,MATH101,Dr. Smith,Mathematics,A
1921,2023-04-18,Tuesday,ST17,Student_17,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1922,2023-04-18,Tuesday,ST10,Student_10,Mathematics,MATH101,Dr. Smith,Mathematics,A
1923,2023-04-18,Tuesday,ST5,Student_5,Mathematics,MATH101,Dr. Smith,Mathematics,D
1924,2023-04-18,Tuesday,ST21,Student_21,Mathematics,MATH101,Dr. Smith,Mathematics,O
1925,2023-04-18,Tuesday,ST23,Student_23,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1926,2023-04-18,Tuesday,ST22,Student_22,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1927,2023-04-18,Tuesday,ST26,Student_26,Mathematics,MATH101,Dr. Smith,Mathematics,A
1928,2023-04-18,Tuesday,ST13,Student_13,Mathematics,MATH101,Dr. Smith,Mathematics,S
1929,2023-04-18,Tuesday,ST25,Student_25,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1930,2023-04-18,Tuesday,ST30,Student_30,Mathematics,MATH101,Dr. Smith,Mathematics,S
1931,2023-04-18,Tuesday,ST6,Student_6,Mathematics,MATH101,Dr. Smith,Mathematics,A
1932,2023-04-18,Tuesday,ST24,Student_24,Mathematics,MATH101,Dr. Smith,Mathematics,S
1933,2023-04-18,Tuesday,ST15,Student_15,Mathematics,MATH101,Dr. Smith,Mathematics,OD
1934,2023-04-18,Tuesday,ST12,Student_12,Mathematics,MATH101,Dr. Smith,Mathematics,O
1935,2023-04-18,Tuesday,ST29,Student_29,Mathematics,MATH101,Dr. Smith,Mathematics,D
1936,2023-04-18,Tuesday,ST2,Student_2,Mathematics,MATH101,Dr. Smith,Mathematics,D
1937,2023-04-18,Tuesday,ST7,Student_7,Mathematics,MATH101,Dr. Smith,Mathematics,P
1938,2023-04-19,Wednesday,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1939,2023-04-19,Wednesday,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1940,2023-04-19,Wednesday,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1941,2023-04-19,Wednesday,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1942,2023-04-19,Wednesday,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,A
1943,2023-04-19,Wednesday,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,A
1944,2023-04-19,Wednesday,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1945,2023-04-19,Wednesday,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1946,2023-04-19,Wednesday,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1947,2023-04-19,Wednesday,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1948,2023-04-19,Wednesday,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1949,2023-04-19,Wednesday,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1950,2023-04-19,Wednesday,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1951,2023-04-19,Wednesday,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1952,2023-04-19,Wednesday,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1953,2023-04-19,Wednesday,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,D
1954,2023-04-19,Wednesday,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1955,2023-04-19,Wednesday,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1956,2023-04-19,Wednesday,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,D
1957,2023-04-19,Wednesday,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,D
1958,2023-04-19,Wednesday,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1959,2023-04-19,Wednesday,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1960,2023-04-19,Wednesday,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1961,2023-04-19,Wednesday,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1962,2023-04-19,Wednesday,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,A
1963,2023-04-19,Wednesday,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1964,2023-04-19,Wednesday,ST28,Student_28,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1965,2023-04-20,Thursday,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1966,2023-04-20,Thursday,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1967,2023-04-20,Thursday,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1968,2023-04-20,Thursday,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1969,2023-04-20,Thursday,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1970,2023-04-20,Thursday,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,D
1971,2023-04-20,Thursday,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1972,2023-04-20,Thursday,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1973,2023-04-20,Thursday,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,D
1974,2023-04-20,Thursday,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1975,2023-04-20,Thursday,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1976,2023-04-20,Thursday,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1977,2023-04-20,Thursday,ST28,Student_28,Chemistry,CHEM501,Dr. Davis,Chemistry,D
1978,2023-04-20,Thursday,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,A
1979,2023-04-20,Thursday,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1980,2023-04-20,Thursday,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1981,2023-04-20,Thursday,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1982,2023-04-20,Thursday,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1983,2023-04-20,Thursday,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1984,2023-04-20,Thursday,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1985,2023-04-20,Thursday,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1986,2023-04-20,Thursday,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,S
1987,2023-04-20,Thursday,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,A
1988,2023-04-20,Thursday,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1989,2023-04-20,Thursday,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
1990,2023-04-20,Thursday,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1991,2023-04-20,Thursday,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,P
1992,2023-04-20,Thursday,ST29,Student_29,Chemistry,CHEM501,Dr. Davis,Chemistry,O
1993,2023-04-20,Thursday,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,D
1994,2023-04-21,Friday,ST3,Student_3,Physics,PHYS201,Prof. Johnson,Physics,S
1995,2023-04-21,Friday,ST6,Student_6,Physics,PHYS201,Prof. Johnson,Physics,D
1996,2023-04-21,Friday,ST4,Student_4,Physics,PHYS201,Prof. Johnson,Physics,D
1997,2023-04-21,Friday,ST15,Student_15,Physics,PHYS201,Prof. Johnson,Physics,D
1998,2023-04-21,Friday,ST17,Student_17,Physics,PHYS201,Prof. Johnson,Physics,O
1999,2023-04-21,Friday,ST30,Student_30,Physics,PHYS201,Prof. Johnson,Physics,S
2000,2023-04-21,Friday,ST27,Student_27,Physics,PHYS201,Prof. Johnson,Physics,A
2001,2023-04-21,Friday,ST29,Student_29,Physics,PHYS201,Prof. Johnson,Physics,A
2002,2023-04-21,Friday,ST13,Student_13,Physics,PHYS201,Prof. Johnson,Physics,OD
2003,2023-04-21,Friday,ST24,Student_24,Physics,PHYS201,Prof. Johnson,Physics,P
2004,2023-04-21,Friday,ST26,Student_26,Physics,PHYS201,Prof. Johnson,Physics,OD
2005,2023-04-21,Friday,ST7,Student_7,Physics,PHYS201,Prof. Johnson,Physics,OD
2006,2023-04-21,Friday,ST22,Student_22,Physics,PHYS201,Prof. Johnson,Physics,O
2007,2023-04-21,Friday,ST25,Student_25,Physics,PHYS201,Prof. Johnson,Physics,O
2008,2023-04-21,Friday,ST8,Student_8,Physics,PHYS201,Prof. Johnson,Physics,D
2009,2023-04-21,Friday,ST2,Student_2,Physics,PHYS201,Prof. Johnson,Physics,D
2010,2023-04-21,Friday,ST19,Student_19,Physics,PHYS201,Prof. Johnson,Physics,O
2011,2023-04-21,Friday,ST12,Student_12,Physics,PHYS201,Prof. Johnson,Physics,A
2012,2023-04-21,Friday,ST9,Student_9,Physics,PHYS201,Prof. Johnson,Physics,D
2013,2023-04-21,Friday,ST21,Student_21,Physics,PHYS201,Prof. Johnson,Physics,P
2014,2023-04-21,Friday,ST18,Student_18,Physics,PHYS201,Prof. Johnson,Physics,P
2015,2023-04-21,Friday,ST28,Student_28,Physics,PHYS201,Prof. Johnson,Physics,S
2016,2023-04-21,Friday,ST16,Student_16,Physics,PHYS201,Prof. Johnson,Physics,P
2017,2023-04-21,Friday,ST23,Student_23,Physics,PHYS201,Prof. Johnson,Physics,A
2018,2023-04-21,Friday,ST1,Student_1,Physics,PHYS201,Prof. Johnson,Physics,D
2019,2023-04-24,Monday,ST29,Student_29,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2020,2023-04-24,Monday,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2021,2023-04-24,Monday,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2022,2023-04-24,Monday,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2023,2023-04-24,Monday,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2024,2023-04-24,Monday,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2025,2023-04-24,Monday,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2026,2023-04-24,Monday,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2027,2023-04-24,Monday,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2028,2023-04-24,Monday,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2029,2023-04-24,Monday,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2030,2023-04-24,Monday,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2031,2023-04-24,Monday,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2032,2023-04-24,Monday,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2033,2023-04-24,Monday,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2034,2023-04-24,Monday,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2035,2023-04-24,Monday,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2036,2023-04-24,Monday,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2037,2023-04-24,Monday,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2038,2023-04-24,Monday,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2039,2023-04-24,Monday,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2040,2023-04-25,Tuesday,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2041,2023-04-25,Tuesday,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2042,2023-04-25,Tuesday,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2043,2023-04-25,Tuesday,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2044,2023-04-25,Tuesday,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2045,2023-04-25,Tuesday,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2046,2023-04-25,Tuesday,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2047,2023-04-25,Tuesday,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2048,2023-04-25,Tuesday,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2049,2023-04-25,Tuesday,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2050,2023-04-25,Tuesday,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2051,2023-04-25,Tuesday,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2052,2023-04-25,Tuesday,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2053,2023-04-25,Tuesday,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2054,2023-04-25,Tuesday,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2055,2023-04-25,Tuesday,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2056,2023-04-25,Tuesday,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2057,2023-04-25,Tuesday,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2058,2023-04-25,Tuesday,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2059,2023-04-25,Tuesday,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2060,2023-04-25,Tuesday,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2061,2023-04-25,Tuesday,ST29,Student_29,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2062,2023-04-25,Tuesday,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2063,2023-04-25,Tuesday,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2064,2023-04-26,Wednesday,ST1,Student_1,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2065,2023-04-26,Wednesday,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2066,2023-04-26,Wednesday,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2067,2023-04-26,Wednesday,ST4,Student_4,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2068,2023-04-26,Wednesday,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2069,2023-04-26,Wednesday,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2070,2023-04-26,Wednesday,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2071,2023-04-26,Wednesday,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2072,2023-04-26,Wednesday,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2073,2023-04-26,Wednesday,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2074,2023-04-26,Wednesday,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2075,2023-04-26,Wednesday,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2076,2023-04-26,Wednesday,ST2,Student_2,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2077,2023-04-26,Wednesday,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2078,2023-04-26,Wednesday,ST28,Student_28,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2079,2023-04-26,Wednesday,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2080,2023-04-26,Wednesday,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2081,2023-04-26,Wednesday,ST3,Student_3,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2082,2023-04-26,Wednesday,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2083,2023-04-26,Wednesday,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2084,2023-04-26,Wednesday,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2085,2023-04-26,Wednesday,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2086,2023-04-26,Wednesday,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2087,2023-04-26,Wednesday,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2088,2023-04-26,Wednesday,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2089,2023-04-26,Wednesday,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2090,2023-04-26,Wednesday,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2091,2023-04-26,Wednesday,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2092,2023-04-26,Wednesday,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2093,2023-04-27,Thursday,ST22,Student_22,Physics,PHYS201,Prof. Johnson,Physics,O
2094,2023-04-27,Thursday,ST27,Student_27,Physics,PHYS201,Prof. Johnson,Physics,OD
2095,2023-04-27,Thursday,ST10,Student_10,Physics,PHYS201,Prof. Johnson,Physics,O
2096,2023-04-27,Thursday,ST2,Student_2,Physics,PHYS201,Prof. Johnson,Physics,S
2097,2023-04-27,Thursday,ST29,Student_29,Physics,PHYS201,Prof. Johnson,Physics,P
2098,2023-04-27,Thursday,ST18,Student_18,Physics,PHYS201,Prof. Johnson,Physics,S
2099,2023-04-27,Thursday,ST7,Student_7,Physics,PHYS201,Prof. Johnson,Physics,OD
2100,2023-04-27,Thursday,ST6,Student_6,Physics,PHYS201,Prof. Johnson,Physics,OD
2101,2023-04-27,Thursday,ST19,Student_19,Physics,PHYS201,Prof. Johnson,Physics,S
2102,2023-04-27,Thursday,ST12,Student_12,Physics,PHYS201,Prof. Johnson,Physics,S
2103,2023-04-27,Thursday,ST4,Student_4,Physics,PHYS201,Prof. Johnson,Physics,P
2104,2023-04-27,Thursday,ST20,Student_20,Physics,PHYS201,Prof. Johnson,Physics,D
2105,2023-04-27,Thursday,ST26,Student_26,Physics,PHYS201,Prof. Johnson,Physics,S
2106,2023-04-27,Thursday,ST3,Student_3,Physics,PHYS201,Prof. Johnson,Physics,S
2107,2023-04-27,Thursday,ST21,Student_21,Physics,PHYS201,Prof. Johnson,Physics,OD
2108,2023-04-27,Thursday,ST28,Student_28,Physics,PHYS201,Prof. Johnson,Physics,S
2109,2023-04-27,Thursday,ST1,Student_1,Physics,PHYS201,Prof. Johnson,Physics,OD
2110,2023-04-27,Thursday,ST24,Student_24,Physics,PHYS201,Prof. Johnson,Physics,OD
2111,2023-04-27,Thursday,ST13,Student_13,Physics,PHYS201,Prof. Johnson,Physics,O
2112,2023-04-27,Thursday,ST15,Student_15,Physics,PHYS201,Prof. Johnson,Physics,D
2113,2023-04-27,Thursday,ST16,Student_16,Physics,PHYS201,Prof. Johnson,Physics,O
2114,2023-04-27,Thursday,ST11,Student_11,Physics,PHYS201,Prof. Johnson,Physics,D
2115,2023-04-27,Thursday,ST14,Student_14,Physics,PHYS201,Prof. Johnson,Physics,A
2116,2023-04-27,Thursday,ST17,Student_17,Physics,PHYS201,Prof. Johnson,Physics,A
2117,2023-04-27,Thursday,ST25,Student_25,Physics,PHYS201,Prof. Johnson,Physics,D
2118,2023-04-27,Thursday,ST9,Student_9,Physics,PHYS201,Prof. Johnson,Physics,O
2119,2023-04-27,Thursday,ST8,Student_8,Physics,PHYS201,Prof. Johnson,Physics,O
2120,2023-04-27,Thursday,ST23,Student_23,Physics,PHYS201,Prof. Johnson,Physics,O
2121,2023-04-28,Friday,ST12,Student_12,Mathematics,MATH101,Dr. Smith,Mathematics,S
2122,2023-04-28,Friday,ST1,Student_1,Mathematics,MATH101,Dr. Smith,Mathematics,S
2123,2023-04-28,Friday,ST28,Student_28,Mathematics,MATH101,Dr. Smith,Mathematics,P
2124,2023-04-28,Friday,ST8,Student_8,Mathematics,MATH101,Dr. Smith,Mathematics,OD
2125,2023-04-28,Friday,ST22,Student_22,Mathematics,MATH101,Dr. Smith,Mathematics,O
2126,2023-04-28,Friday,ST9,Student_9,Mathematics,MATH101,Dr. Smith,Mathematics,O
2127,2023-04-28,Friday,ST17,Student_17,Mathematics,MATH101,Dr. Smith,Mathematics,S
2128,2023-04-28,Friday,ST23,Student_23,Mathematics,MATH101,Dr. Smith,Mathematics,OD
2129,2023-04-28,Friday,ST19,Student_19,Mathematics,MATH101,Dr. Smith,Mathematics,S
2130,2023-04-28,Friday,ST13,Student_13,Mathematics,MATH101,Dr. Smith,Mathematics,O
2131,2023-04-28,Friday,ST3,Student_3,Mathematics,MATH101,Dr. Smith,Mathematics,O
2132,2023-04-28,Friday,ST7,Student_7,Mathematics,MATH101,Dr. Smith,Mathematics,D
2133,2023-04-28,Friday,ST25,Student_25,Mathematics,MATH101,Dr. Smith,Mathematics,D
2134,2023-04-28,Friday,ST10,Student_10,Mathematics,MATH101,Dr. Smith,Mathematics,D
2135,2023-04-28,Friday,ST5,Student_5,Mathematics,MATH101,Dr. Smith,Mathematics,O
2136,2023-04-28,Friday,ST21,Student_21,Mathematics,MATH101,Dr. Smith,Mathematics,D
2137,2023-04-28,Friday,ST4,Student_4,Mathematics,MATH101,Dr. Smith,Mathematics,P
2138,2023-04-28,Friday,ST18,Student_18,Mathematics,MATH101,Dr. Smith,Mathematics,A
2139,2023-04-28,Friday,ST14,Student_14,Mathematics,MATH101,Dr. Smith,Mathematics,D
2140,2023-04-28,Friday,ST11,Student_11,Mathematics,MATH101,Dr. Smith,Mathematics,A
2141,2023-04-28,Friday,ST6,Student_6,Mathematics,MATH101,Dr. Smith,Mathematics,S
2142,2023-05-01,Monday,ST13,Student_13,Mathematics,MATH101,Dr. Smith,Mathematics,O
2143,2023-05-01,Monday,ST19,Student_19,Mathematics,MATH101,Dr. Smith,Mathematics,S
2144,2023-05-01,Monday,ST21,Student_21,Mathematics,MATH101,Dr. Smith,Mathematics,S
2145,2023-05-01,Monday,ST4,Student_4,Mathematics,MATH101,Dr. Smith,Mathematics,S
2146,2023-05-01,Monday,ST14,Student_14,Mathematics,MATH101,Dr. Smith,Mathematics,S
2147,2023-05-01,Monday,ST29,Student_29,Mathematics,MATH101,Dr. Smith,Mathematics,O
2148,2023-05-01,Monday,ST3,Student_3,Mathematics,MATH101,Dr. Smith,Mathematics,OD
2149,2023-05-01,Monday,ST24,Student_24,Mathematics,MATH101,Dr. Smith,Mathematics,D
2150,2023-05-01,Monday,ST2,Student_2,Mathematics,MATH101,Dr. Smith,Mathematics,D
2151,2023-05-01,Monday,ST28,Student_28,Mathematics,MATH101,Dr. Smith,Mathematics,S
2152,2023-05-01,Monday,ST5,Student_5,Mathematics,MATH101,Dr. Smith,Mathematics,O
2153,2023-05-01,Monday,ST1,Student_1,Mathematics,MATH101,Dr. Smith,Mathematics,O
2154,2023-05-01,Monday,ST22,Student_22,Mathematics,MATH101,Dr. Smith,Mathematics,A
2155,2023-05-01,Monday,ST7,Student_7,Mathematics,MATH101,Dr. Smith,Mathematics,O
2156,2023-05-01,Monday,ST23,Student_23,Mathematics,MATH101,Dr. Smith,Mathematics,OD
2157,2023-05-01,Monday,ST16,Student_16,Mathematics,MATH101,Dr. Smith,Mathematics,S
2158,2023-05-01,Monday,ST25,Student_25,Mathematics,MATH101,Dr. Smith,Mathematics,O
2159,2023-05-01,Monday,ST26,Student_26,Mathematics,MATH101,Dr. Smith,Mathematics,P
2160,2023-05-01,Monday,ST18,Student_18,Mathematics,MATH101,Dr. Smith,Mathematics,OD
2161,2023-05-01,Monday,ST27,Student_27,Mathematics,MATH101,Dr. Smith,Mathematics,A
2162,2023-05-01,Monday,ST20,Student_20,Mathematics,MATH101,Dr. Smith,Mathematics,D
