index,Date,Student_ID,Student_Name,Course,Course_Code,Instructor,Department,Attendance
2284,2023-03-18,ST5,Student_5,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2285,2023-03-18,ST6,Student_6,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2286,2023-03-18,ST7,Student_7,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2287,2023-03-18,ST8,Student_8,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2288,2023-03-18,ST9,Student_9,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2289,2023-03-18,ST10,Student_10,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2290,2023-03-18,ST11,Student_11,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2291,2023-03-18,ST12,Student_12,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2292,2023-03-18,ST13,Student_13,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2293,2023-03-18,ST14,Student_14,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2294,2023-03-18,ST15,Student_15,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2295,2023-03-18,ST16,Student_16,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2296,2023-03-18,ST17,Student_17,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2297,2023-03-18,ST18,Student_18,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2298,2023-03-18,ST19,Student_19,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2299,2023-03-18,ST20,Student_20,Chemistry,CHEM501,Dr. Davis,Chemistry,A
2300,2023-03-18,ST21,Student_21,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2301,2023-03-18,ST22,Student_22,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2302,2023-03-18,ST23,Student_23,Chemistry,CHEM501,Dr. Davis,Chemistry,D
2303,2023-03-18,ST24,Student_24,Chemistry,CHEM501,Dr. Davis,Chemistry,OD
2304,2023-03-18,ST25,Student_25,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2305,2023-03-18,ST26,Student_26,Chemistry,CHEM501,Dr. Davis,Chemistry,O
2306,2023-03-18,ST27,Student_27,Chemistry,CHEM501,Dr. Davis,Chemistry,S
2307,2023-03-18,ST28,Student_28,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2308,2023-03-18,ST29,Student_29,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2309,2023-03-18,ST30,Student_30,Chemistry,CHEM501,Dr. Davis,Chemistry,P
2310,2023-03-19,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,D
2311,2023-03-19,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,S
2312,2023-03-19,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,A
2313,2023-03-19,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,P
2314,2023-03-19,ST5,Student_5,Biology,BIOL401,Prof. Brown,Biology,A
2315,2023-03-19,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,D
2316,2023-03-19,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,D
2317,2023-03-19,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,S
2318,2023-03-19,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,OD
2319,2023-03-19,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,S
2320,2023-03-19,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,P
2321,2023-03-19,ST12,Student_12,Biology,BIOL401,Prof. Brown,Biology,OD
2322,2023-03-19,ST13,Student_13,Biology,BIOL401,Prof. Brown,Biology,O
2323,2023-03-19,ST14,Student_14,Biology,BIOL401,Prof. Brown,Biology,P
2324,2023-03-19,ST15,Student_15,Biology,BIOL401,Prof. Brown,Biology,OD
2325,2023-03-19,ST16,Student_16,Biology,BIOL401,Prof. Brown,Biology,D
2326,2023-03-19,ST17,Student_17,Biology,BIOL401,Prof. Brown,Biology,P
2327,2023-03-19,ST18,Student_18,Biology,BIOL401,Prof. Brown,Biology,P
2328,2023-03-19,ST19,Student_19,Biology,BIOL401,Prof. Brown,Biology,OD
2329,2023-03-19,ST20,Student_20,Biology,BIOL401,Prof. Brown,Biology,A
2330,2023-03-19,ST21,Student_21,Biology,BIOL401,Prof. Brown,Biology,O
2331,2023-03-19,ST22,Student_22,Biology,BIOL401,Prof. Brown,Biology,D
2332,2023-03-19,ST23,Student_23,Biology,BIOL401,Prof. Brown,Biology,P
2333,2023-03-19,ST24,Student_24,Biology,BIOL401,Prof. Brown,Biology,A
2334,2023-03-19,ST25,Student_25,Biology,BIOL401,Prof. Brown,Biology,O
2335,2023-03-19,ST26,Student_26,Biology,BIOL401,Prof. Brown,Biology,P
2336,2023-03-19,ST27,Student_27,Biology,BIOL401,Prof. Brown,Biology,S
2337,2023-03-19,ST28,Student_28,Biology,BIOL401,Prof. Brown,Biology,O
2338,2023-03-19,ST29,Student_29,Biology,BIOL401,Prof. Brown,Biology,D
2339,2023-03-19,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,OD
2340,2023-03-20,ST1,Student_1,Computer Science,COMP301,Dr. Williams,Computer Science,S
2341,2023-03-20,ST2,Student_2,Computer Science,COMP301,Dr. Williams,Computer Science,D
2342,2023-03-20,ST3,Student_3,Computer Science,COMP301,Dr. Williams,Computer Science,P
2343,2023-03-20,ST4,Student_4,Computer Science,COMP301,Dr. Williams,Computer Science,D
2344,2023-03-20,ST5,Student_5,Computer Science,COMP301,Dr. Williams,Computer Science,P
2345,2023-03-20,ST6,Student_6,Computer Science,COMP301,Dr. Williams,Computer Science,D
2346,2023-03-20,ST7,Student_7,Computer Science,COMP301,Dr. Williams,Computer Science,P
2347,2023-03-20,ST8,Student_8,Computer Science,COMP301,Dr. Williams,Computer Science,A
2348,2023-03-20,ST9,Student_9,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2349,2023-03-20,ST10,Student_10,Computer Science,COMP301,Dr. Williams,Computer Science,A
2350,2023-03-20,ST11,Student_11,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2351,2023-03-20,ST12,Student_12,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2352,2023-03-20,ST13,Student_13,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2353,2023-03-20,ST14,Student_14,Computer Science,COMP301,Dr. Williams,Computer Science,S
2354,2023-03-20,ST15,Student_15,Computer Science,COMP301,Dr. Williams,Computer Science,D
2355,2023-03-20,ST16,Student_16,Computer Science,COMP301,Dr. Williams,Computer Science,S
2356,2023-03-20,ST17,Student_17,Computer Science,COMP301,Dr. Williams,Computer Science,D
2357,2023-03-20,ST18,Student_18,Computer Science,COMP301,Dr. Williams,Computer Science,S
2358,2023-03-20,ST19,Student_19,Computer Science,COMP301,Dr. Williams,Computer Science,P
2359,2023-03-20,ST20,Student_20,Computer Science,COMP301,Dr. Williams,Computer Science,A
2360,2023-03-20,ST21,Student_21,Computer Science,COMP301,Dr. Williams,Computer Science,O
2361,2023-03-20,ST22,Student_22,Computer Science,COMP301,Dr. Williams,Computer Science,O
2362,2023-03-20,ST23,Student_23,Computer Science,COMP301,Dr. Williams,Computer Science,P
2363,2023-03-20,ST24,Student_24,Computer Science,COMP301,Dr. Williams,Computer Science,P
2364,2023-03-20,ST25,Student_25,Computer Science,COMP301,Dr. Williams,Computer Science,S
2365,2023-03-20,ST26,Student_26,Computer Science,COMP301,Dr. Williams,Computer Science,O
2366,2023-03-20,ST27,Student_27,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2367,2023-03-20,ST28,Student_28,Computer Science,COMP301,Dr. Williams,Computer Science,S
2368,2023-03-20,ST29,Student_29,Computer Science,COMP301,Dr. Williams,Computer Science,S
2369,2023-03-20,ST30,Student_30,Computer Science,COMP301,Dr. Williams,Computer Science,O
2370,2023-03-21,ST1,Student_1,Computer Science,COMP301,Dr. Williams,Computer Science,P
2371,2023-03-21,ST2,Student_2,Computer Science,COMP301,Dr. Williams,Computer Science,P
2372,2023-03-21,ST3,Student_3,Computer Science,COMP301,Dr. Williams,Computer Science,S
2373,2023-03-21,ST4,Student_4,Computer Science,COMP301,Dr. Williams,Computer Science,O
2374,2023-03-21,ST5,Student_5,Computer Science,COMP301,Dr. Williams,Computer Science,S
2375,2023-03-21,ST6,Student_6,Computer Science,COMP301,Dr. Williams,Computer Science,S
2376,2023-03-21,ST7,Student_7,Computer Science,COMP301,Dr. Williams,Computer Science,P
2377,2023-03-21,ST8,Student_8,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2378,2023-03-21,ST9,Student_9,Computer Science,COMP301,Dr. Williams,Computer Science,A
2379,2023-03-21,ST10,Student_10,Computer Science,COMP301,Dr. Williams,Computer Science,A
2380,2023-03-21,ST11,Student_11,Computer Science,COMP301,Dr. Williams,Computer Science,O
2381,2023-03-21,ST12,Student_12,Computer Science,COMP301,Dr. Williams,Computer Science,S
2382,2023-03-21,ST13,Student_13,Computer Science,COMP301,Dr. Williams,Computer Science,D
2383,2023-03-21,ST14,Student_14,Computer Science,COMP301,Dr. Williams,Computer Science,P
2384,2023-03-21,ST15,Student_15,Computer Science,COMP301,Dr. Williams,Computer Science,O
2385,2023-03-21,ST16,Student_16,Computer Science,COMP301,Dr. Williams,Computer Science,P
2386,2023-03-21,ST17,Student_17,Computer Science,COMP301,Dr. Williams,Computer Science,A
2387,2023-03-21,ST18,Student_18,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2388,2023-03-21,ST19,Student_19,Computer Science,COMP301,Dr. Williams,Computer Science,S
2389,2023-03-21,ST20,Student_20,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2390,2023-03-21,ST21,Student_21,Computer Science,COMP301,Dr. Williams,Computer Science,A
2391,2023-03-21,ST22,Student_22,Computer Science,COMP301,Dr. Williams,Computer Science,S
2392,2023-03-21,ST23,Student_23,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2393,2023-03-21,ST24,Student_24,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2394,2023-03-21,ST25,Student_25,Computer Science,COMP301,Dr. Williams,Computer Science,P
2395,2023-03-21,ST26,Student_26,Computer Science,COMP301,Dr. Williams,Computer Science,P
2396,2023-03-21,ST27,Student_27,Computer Science,COMP301,Dr. Williams,Computer Science,P
2397,2023-03-21,ST28,Student_28,Computer Science,COMP301,Dr. Williams,Computer Science,O
2398,2023-03-21,ST29,Student_29,Computer Science,COMP301,Dr. Williams,Computer Science,P
2399,2023-03-21,ST30,Student_30,Computer Science,COMP301,Dr. Williams,Computer Science,S
2400,2023-03-22,ST1,Student_1,Computer Science,COMP301,Dr. Williams,Computer Science,A
2401,2023-03-22,ST2,Student_2,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2402,2023-03-22,ST3,Student_3,Computer Science,COMP301,Dr. Williams,Computer Science,A
2403,2023-03-22,ST4,Student_4,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2404,2023-03-22,ST5,Student_5,Computer Science,COMP301,Dr. Williams,Computer Science,S
2405,2023-03-22,ST6,Student_6,Computer Science,COMP301,Dr. Williams,Computer Science,P
2406,2023-03-22,ST7,Student_7,Computer Science,COMP301,Dr. Williams,Computer Science,P
2407,2023-03-22,ST8,Student_8,Computer Science,COMP301,Dr. Williams,Computer Science,A
2408,2023-03-22,ST9,Student_9,Computer Science,COMP301,Dr. Williams,Computer Science,O
2409,2023-03-22,ST10,Student_10,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2410,2023-03-22,ST11,Student_11,Computer Science,COMP301,Dr. Williams,Computer Science,A
2411,2023-03-22,ST12,Student_12,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2412,2023-03-22,ST13,Student_13,Computer Science,COMP301,Dr. Williams,Computer Science,S
2413,2023-03-22,ST14,Student_14,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2414,2023-03-22,ST15,Student_15,Computer Science,COMP301,Dr. Williams,Computer Science,S
2415,2023-03-22,ST16,Student_16,Computer Science,COMP301,Dr. Williams,Computer Science,A
2416,2023-03-22,ST17,Student_17,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2417,2023-03-22,ST18,Student_18,Computer Science,COMP301,Dr. Williams,Computer Science,O
2418,2023-03-22,ST19,Student_19,Computer Science,COMP301,Dr. Williams,Computer Science,D
2419,2023-03-22,ST20,Student_20,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2420,2023-03-22,ST21,Student_21,Computer Science,COMP301,Dr. Williams,Computer Science,D
2421,2023-03-22,ST22,Student_22,Computer Science,COMP301,Dr. Williams,Computer Science,A
2422,2023-03-22,ST23,Student_23,Computer Science,COMP301,Dr. Williams,Computer Science,O
2423,2023-03-22,ST24,Student_24,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2424,2023-03-22,ST25,Student_25,Computer Science,COMP301,Dr. Williams,Computer Science,D
2425,2023-03-22,ST26,Student_26,Computer Science,COMP301,Dr. Williams,Computer Science,A
2426,2023-03-22,ST27,Student_27,Computer Science,COMP301,Dr. Williams,Computer Science,P
2427,2023-03-22,ST28,Student_28,Computer Science,COMP301,Dr. Williams,Computer Science,D
2428,2023-03-22,ST29,Student_29,Computer Science,COMP301,Dr. Williams,Computer Science,S
2429,2023-03-22,ST30,Student_30,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2430,2023-03-23,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,D
2431,2023-03-23,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,O
2432,2023-03-23,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,S
2433,2023-03-23,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,P
2434,2023-03-23,ST5,Student_5,Biology,BIOL401,Prof. Brown,Biology,A
2435,2023-03-23,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,OD
2436,2023-03-23,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,A
2437,2023-03-23,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,D
2438,2023-03-23,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,O
2439,2023-03-23,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,A
2440,2023-03-23,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,S
2441,2023-03-23,ST12,Student_12,Biology,BIOL401,Prof. Brown,Biology,S
2442,2023-03-23,ST13,Student_13,Biology,BIOL401,Prof. Brown,Biology,S
2443,2023-03-23,ST14,Student_14,Biology,BIOL401,Prof. Brown,Biology,S
2444,2023-03-23,ST15,Student_15,Biology,BIOL401,Prof. Brown,Biology,S
2445,2023-03-23,ST16,Student_16,Biology,BIOL401,Prof. Brown,Biology,P
2446,2023-03-23,ST17,Student_17,Biology,BIOL401,Prof. Brown,Biology,P
2447,2023-03-23,ST18,Student_18,Biology,BIOL401,Prof. Brown,Biology,D
2448,2023-03-23,ST19,Student_19,Biology,BIOL401,Prof. Brown,Biology,OD
2449,2023-03-23,ST20,Student_20,Biology,BIOL401,Prof. Brown,Biology,S
2450,2023-03-23,ST21,Student_21,Biology,BIOL401,Prof. Brown,Biology,P
2451,2023-03-23,ST22,Student_22,Biology,BIOL401,Prof. Brown,Biology,OD
2452,2023-03-23,ST23,Student_23,Biology,BIOL401,Prof. Brown,Biology,D
2453,2023-03-23,ST24,Student_24,Biology,BIOL401,Prof. Brown,Biology,A
2454,2023-03-23,ST25,Student_25,Biology,BIOL401,Prof. Brown,Biology,S
2455,2023-03-23,ST26,Student_26,Biology,BIOL401,Prof. Brown,Biology,S
2456,2023-03-23,ST27,Student_27,Biology,BIOL401,Prof. Brown,Biology,O
2457,2023-03-23,ST28,Student_28,Biology,BIOL401,Prof. Brown,Biology,S
2458,2023-03-23,ST29,Student_29,Biology,BIOL401,Prof. Brown,Biology,S
2459,2023-03-23,ST30,Student_30,Biology,BIOL401,Prof. Brown,Biology,O
2460,2023-03-24,ST1,Student_1,Mathematics,MATH101,Dr. Smith,Mathematics,S
2461,2023-03-24,ST2,Student_2,Mathematics,MATH101,Dr. Smith,Mathematics,P
2462,2023-03-24,ST3,Student_3,Mathematics,MATH101,Dr. Smith,Mathematics,OD
2463,2023-03-24,ST4,Student_4,Mathematics,MATH101,Dr. Smith,Mathematics,P
2464,2023-03-24,ST5,Student_5,Mathematics,MATH101,Dr. Smith,Mathematics,S
2465,2023-03-24,ST6,Student_6,Mathematics,MATH101,Dr. Smith,Mathematics,A
2466,2023-03-24,ST7,Student_7,Mathematics,MATH101,Dr. Smith,Mathematics,O
2467,2023-03-24,ST8,Student_8,Mathematics,MATH101,Dr. Smith,Mathematics,D
2468,2023-03-24,ST9,Student_9,Mathematics,MATH101,Dr. Smith,Mathematics,S
2469,2023-03-24,ST10,Student_10,Mathematics,MATH101,Dr. Smith,Mathematics,P
2470,2023-03-24,ST11,Student_11,Mathematics,MATH101,Dr. Smith,Mathematics,S
2471,2023-03-24,ST12,Student_12,Mathematics,MATH101,Dr. Smith,Mathematics,P
2472,2023-03-24,ST13,Student_13,Mathematics,MATH101,Dr. Smith,Mathematics,O
2473,2023-03-24,ST14,Student_14,Mathematics,MATH101,Dr. Smith,Mathematics,S
2474,2023-03-24,ST15,Student_15,Mathematics,MATH101,Dr. Smith,Mathematics,S
2475,2023-03-24,ST16,Student_16,Mathematics,MATH101,Dr. Smith,Mathematics,P
2476,2023-03-24,ST17,Student_17,Mathematics,MATH101,Dr. Smith,Mathematics,S
2477,2023-03-24,ST18,Student_18,Mathematics,MATH101,Dr. Smith,Mathematics,O
2478,2023-03-24,ST19,Student_19,Mathematics,MATH101,Dr. Smith,Mathematics,S
2479,2023-03-24,ST20,Student_20,Mathematics,MATH101,Dr. Smith,Mathematics,D
2480,2023-03-24,ST21,Student_21,Mathematics,MATH101,Dr. Smith,Mathematics,A
2481,2023-03-24,ST22,Student_22,Mathematics,MATH101,Dr. Smith,Mathematics,O
2482,2023-03-24,ST23,Student_23,Mathematics,MATH101,Dr. Smith,Mathematics,D
2483,2023-03-24,ST24,Student_24,Mathematics,MATH101,Dr. Smith,Mathematics,S
2484,2023-03-24,ST25,Student_25,Mathematics,MATH101,Dr. Smith,Mathematics,O
2485,2023-03-24,ST26,Student_26,Mathematics,MATH101,Dr. Smith,Mathematics,D
2486,2023-03-24,ST27,Student_27,Mathematics,MATH101,Dr. Smith,Mathematics,P
2487,2023-03-24,ST28,Student_28,Mathematics,MATH101,Dr. Smith,Mathematics,D
2488,2023-03-24,ST29,Student_29,Mathematics,MATH101,Dr. Smith,Mathematics,P
2489,2023-03-24,ST30,Student_30,Mathematics,MATH101,Dr. Smith,Mathematics,O
2490,2023-03-25,ST1,Student_1,Computer Science,COMP301,Dr. Williams,Computer Science,S
2491,2023-03-25,ST2,Student_2,Computer Science,COMP301,Dr. Williams,Computer Science,P
2492,2023-03-25,ST3,Student_3,Computer Science,COMP301,Dr. Williams,Computer Science,A
2493,2023-03-25,ST4,Student_4,Computer Science,COMP301,Dr. Williams,Computer Science,D
2494,2023-03-25,ST5,Student_5,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2495,2023-03-25,ST6,Student_6,Computer Science,COMP301,Dr. Williams,Computer Science,D
2496,2023-03-25,ST7,Student_7,Computer Science,COMP301,Dr. Williams,Computer Science,S
2497,2023-03-25,ST8,Student_8,Computer Science,COMP301,Dr. Williams,Computer Science,A
2498,2023-03-25,ST9,Student_9,Computer Science,COMP301,Dr. Williams,Computer Science,A
2499,2023-03-25,ST10,Student_10,Computer Science,COMP301,Dr. Williams,Computer Science,A
2500,2023-03-25,ST11,Student_11,Computer Science,COMP301,Dr. Williams,Computer Science,O
2501,2023-03-25,ST12,Student_12,Computer Science,COMP301,Dr. Williams,Computer Science,P
2502,2023-03-25,ST13,Student_13,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2503,2023-03-25,ST14,Student_14,Computer Science,COMP301,Dr. Williams,Computer Science,S
2504,2023-03-25,ST15,Student_15,Computer Science,COMP301,Dr. Williams,Computer Science,D
2505,2023-03-25,ST16,Student_16,Computer Science,COMP301,Dr. Williams,Computer Science,A
2506,2023-03-25,ST17,Student_17,Computer Science,COMP301,Dr. Williams,Computer Science,A
2507,2023-03-25,ST18,Student_18,Computer Science,COMP301,Dr. Williams,Computer Science,A
2508,2023-03-25,ST19,Student_19,Computer Science,COMP301,Dr. Williams,Computer Science,S
2509,2023-03-25,ST20,Student_20,Computer Science,COMP301,Dr. Williams,Computer Science,A
2510,2023-03-25,ST21,Student_21,Computer Science,COMP301,Dr. Williams,Computer Science,D
2511,2023-03-25,ST22,Student_22,Computer Science,COMP301,Dr. Williams,Computer Science,S
2512,2023-03-25,ST23,Student_23,Computer Science,COMP301,Dr. Williams,Computer Science,P
2513,2023-03-25,ST24,Student_24,Computer Science,COMP301,Dr. Williams,Computer Science,P
2514,2023-03-25,ST25,Student_25,Computer Science,COMP301,Dr. Williams,Computer Science,O
2515,2023-03-25,ST26,Student_26,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2516,2023-03-25,ST27,Student_27,Computer Science,COMP301,Dr. Williams,Computer Science,D
2517,2023-03-25,ST28,Student_28,Computer Science,COMP301,Dr. Williams,Computer Science,O
2518,2023-03-25,ST29,Student_29,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2519,2023-03-25,ST30,Student_30,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2520,2023-03-26,ST1,Student_1,Physics,PHYS201,Prof. Johnson,Physics,D
2521,2023-03-26,ST2,Student_2,Physics,PHYS201,Prof. Johnson,Physics,OD
2522,2023-03-26,ST3,Student_3,Physics,PHYS201,Prof. Johnson,Physics,D
2523,2023-03-26,ST4,Student_4,Physics,PHYS201,Prof. Johnson,Physics,OD
2524,2023-03-26,ST5,Student_5,Physics,PHYS201,Prof. Johnson,Physics,OD
2525,2023-03-26,ST6,Student_6,Physics,PHYS201,Prof. Johnson,Physics,O
2526,2023-03-26,ST7,Student_7,Physics,PHYS201,Prof. Johnson,Physics,O
2527,2023-03-26,ST8,Student_8,Physics,PHYS201,Prof. Johnson,Physics,S
2528,2023-03-26,ST9,Student_9,Physics,PHYS201,Prof. Johnson,Physics,O
2529,2023-03-26,ST10,Student_10,Physics,PHYS201,Prof. Johnson,Physics,P
2530,2023-03-26,ST11,Student_11,Physics,PHYS201,Prof. Johnson,Physics,S
2531,2023-03-26,ST12,Student_12,Physics,PHYS201,Prof. Johnson,Physics,P
2532,2023-03-26,ST13,Student_13,Physics,PHYS201,Prof. Johnson,Physics,OD
2533,2023-03-26,ST14,Student_14,Physics,PHYS201,Prof. Johnson,Physics,S
2534,2023-03-26,ST15,Student_15,Physics,PHYS201,Prof. Johnson,Physics,A
2535,2023-03-26,ST16,Student_16,Physics,PHYS201,Prof. Johnson,Physics,P
2536,2023-03-26,ST17,Student_17,Physics,PHYS201,Prof. Johnson,Physics,O
2537,2023-03-26,ST18,Student_18,Physics,PHYS201,Prof. Johnson,Physics,O
2538,2023-03-26,ST19,Student_19,Physics,PHYS201,Prof. Johnson,Physics,O
2539,2023-03-26,ST20,Student_20,Physics,PHYS201,Prof. Johnson,Physics,S
2540,2023-03-26,ST21,Student_21,Physics,PHYS201,Prof. Johnson,Physics,D
2541,2023-03-26,ST22,Student_22,Physics,PHYS201,Prof. Johnson,Physics,D
2542,2023-03-26,ST23,Student_23,Physics,PHYS201,Prof. Johnson,Physics,P
2543,2023-03-26,ST24,Student_24,Physics,PHYS201,Prof. Johnson,Physics,O
2544,2023-03-26,ST25,Student_25,Physics,PHYS201,Prof. Johnson,Physics,P
2545,2023-03-26,ST26,Student_26,Physics,PHYS201,Prof. Johnson,Physics,OD
2546,2023-03-26,ST27,Student_27,Physics,PHYS201,Prof. Johnson,Physics,P
2547,2023-03-26,ST28,Student_28,Physics,PHYS201,Prof. Johnson,Physics,D
2548,2023-03-26,ST29,Student_29,Physics,PHYS201,Prof. Johnson,Physics,OD
2549,2023-03-26,ST30,Student_30,Physics,PHYS201,Prof. Johnson,Physics,O
2550,2023-03-27,ST1,Student_1,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2551,2023-03-27,ST2,Student_2,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2552,2023-03-27,ST3,Student_3,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2553,2023-03-27,ST4,Student_4,Computer Science,COMP301,Dr. Williams,Computer Science,P
2554,2023-03-27,ST5,Student_5,Computer Science,COMP301,Dr. Williams,Computer Science,A
2555,2023-03-27,ST6,Student_6,Computer Science,COMP301,Dr. Williams,Computer Science,S
2556,2023-03-27,ST7,Student_7,Computer Science,COMP301,Dr. Williams,Computer Science,A
2557,2023-03-27,ST8,Student_8,Computer Science,COMP301,Dr. Williams,Computer Science,S
2558,2023-03-27,ST9,Student_9,Computer Science,COMP301,Dr. Williams,Computer Science,S
2559,2023-03-27,ST10,Student_10,Computer Science,COMP301,Dr. Williams,Computer Science,S
2560,2023-03-27,ST11,Student_11,Computer Science,COMP301,Dr. Williams,Computer Science,O
2561,2023-03-27,ST12,Student_12,Computer Science,COMP301,Dr. Williams,Computer Science,O
2562,2023-03-27,ST13,Student_13,Computer Science,COMP301,Dr. Williams,Computer Science,O
2563,2023-03-27,ST14,Student_14,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2564,2023-03-27,ST15,Student_15,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2565,2023-03-27,ST16,Student_16,Computer Science,COMP301,Dr. Williams,Computer Science,A
2566,2023-03-27,ST17,Student_17,Computer Science,COMP301,Dr. Williams,Computer Science,P
2567,2023-03-27,ST18,Student_18,Computer Science,COMP301,Dr. Williams,Computer Science,P
2568,2023-03-27,ST19,Student_19,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2569,2023-03-27,ST20,Student_20,Computer Science,COMP301,Dr. Williams,Computer Science,O
2570,2023-03-27,ST21,Student_21,Computer Science,COMP301,Dr. Williams,Computer Science,OD
2571,2023-03-27,ST22,Student_22,Computer Science,COMP301,Dr. Williams,Computer Science,P
2572,2023-03-27,ST23,Student_23,Computer Science,COMP301,Dr. Williams,Computer Science,D
2573,2023-03-27,ST24,Student_24,Computer Science,COMP301,Dr. Williams,Computer Science,A
2574,2023-03-27,ST25,Student_25,Computer Science,COMP301,Dr. Williams,Computer Science,A
2575,2023-03-27,ST26,Student_26,Computer Science,COMP301,Dr. Williams,Computer Science,O
2576,2023-03-27,ST27,Student_27,Computer Science,COMP301,Dr. Williams,Computer Science,O
2577,2023-03-27,ST28,Student_28,Computer Science,COMP301,Dr. Williams,Computer Science,A
2578,2023-03-27,ST29,Student_29,Computer Science,COMP301,Dr. Williams,Computer Science,A
2579,2023-03-27,ST30,Student_30,Computer Science,COMP301,Dr. Williams,Computer Science,A
2580,2023-03-28,ST1,Student_1,Biology,BIOL401,Prof. Brown,Biology,P
2581,2023-03-28,ST2,Student_2,Biology,BIOL401,Prof. Brown,Biology,O
2582,2023-03-28,ST3,Student_3,Biology,BIOL401,Prof. Brown,Biology,S
2583,2023-03-28,ST4,Student_4,Biology,BIOL401,Prof. Brown,Biology,OD
2584,2023-03-28,ST5,Student_5,Biology,BIOL401,Prof. Brown,Biology,S
2585,2023-03-28,ST6,Student_6,Biology,BIOL401,Prof. Brown,Biology,A
2586,2023-03-28,ST7,Student_7,Biology,BIOL401,Prof. Brown,Biology,P
2587,2023-03-28,ST8,Student_8,Biology,BIOL401,Prof. Brown,Biology,P
2588,2023-03-28,ST9,Student_9,Biology,BIOL401,Prof. Brown,Biology,O
2589,2023-03-28,ST10,Student_10,Biology,BIOL401,Prof. Brown,Biology,A
2590,2023-03-28,ST11,Student_11,Biology,BIOL401,Prof. Brown,Biology,D
